time,PRICE_ASK_1,VOLUME_ASK_1,PRICE_BID_1,VOLUME_BID_1,PRICE_ASK_2,VOLUME_ASK_2,PRICE_BID_2,VOLUME_BID_2,PRICE_ASK_3,VOLUME_ASK_3,PRICE_BID_3,VOLUME_BID_3,PRICE_ASK_4,VOLUME_ASK_4,PRICE_BID_4,VOLUME_BID_4,PRICE_ASK_5,VOLUME_ASK_5,PRICE_BID_5,VOLUME_BID_5,PRICE_ASK_6,VOLUME_ASK_6,PRICE_BID_6,VOLUME_BID_6,PRICE_ASK_7,VOLUME_ASK_7,PRICE_BID_7,VOLUME_BID_7,PRICE_ASK_8,VOLUME_ASK_8,PRICE_BID_8,VOLUME_BID_8,PRICE_ASK_9,VOLUME_ASK_9,PRICE_BID_9,VOLUME_BID_9,PRICE_ASK_10,VOLUME_ASK_10,PRICE_BID_10,VOLUME_BID_10
2024-05-17 19:42:59,66989.84,0.42147252,66989.83,0.0400106,66989.85,0.04298704,66989.58,0.07463847,66990.85,0.29855158,66987.93,0.1492806,66991.56,0.05599892,66984.49,0.08929614,66991.85,0.29855158,66984.48,0.04666964,66993.56,0.00016712,66984.43,0.05588075,66993.57,0.00922227,66984.33,0.01044958,66994.44,0.01492766,66983.89,0.01492764,66994.45,0.0701551,66983.88,0.01044958,66994.69,0.01044955,66983.78,0.01044958
2024-05-17 19:43:03,66982.08,0.04403662,66982.07,0.08353627,66989.56,0.07463849,66981.89,0.2239411,66989.82,0.00031698,66980.85,0.01045012,66989.83,0.20419043,66979.38,0.12902163,66989.84,0.29876828,66979.37,0.37324922,66990.85,0.29855158,66978.35,0.00016712,66991.55,0.08956205,66976.53,0.01492935,66991.56,0.05599892,66976.52,0.00746353,66991.85,0.29855158,66976.47,0.45180003,66992.7,0.14927001,66976.46,0.753
2024-05-17 19:43:06,66982.08,0.0015159,66982.07,0.12636499,66982.83,0.03856016,66981.89,0.07464703,66982.84,0.29859972,66980.9,0.01045011,66982.85,0.00024662,66980.06,0.01045017,66982.86,0.00094236,66979.96,0.01045017,66989.55,0.02492929,66979.38,0.12902163,66989.56,0.07463849,66979.37,0.37324922,66990.53,0.17915987,66978.35,0.00016712,66990.54,0.29859972,66976.53,0.01492929,66990.69,0.01045017,66976.52,0.00746353
2024-05-17 19:43:06,66982.08,0.0015159,66982.07,0.12636499,66982.83,0.03856016,66981.89,0.07464703,66982.84,0.29859972,66980.9,0.01045011,66982.85,0.00024662,66980.06,0.01045017,66982.86,0.00094236,66979.96,0.01045017,66983.83,0.29859972,66979.38,0.12902163,66989.55,0.02492929,66979.37,0.37324922,66989.56,0.07463849,66978.35,0.00016712,66990.53,0.17915987,66976.53,0.01492929,66990.69,0.01045017,66976.52,0.00746353
2024-05-17 19:43:09,66982.08,0.00069611,66982.07,0.15214157,66982.85,0.00024662,66981.89,0.07464703,66983.34,0.04298704,66979.38,0.12902163,66983.82,0.17915986,66979.37,0.37324922,66983.83,0.29859972,66978.35,0.00016712,66983.85,0.29859972,66976.53,0.01492923,66989.55,0.02492929,66976.52,0.00746353,66989.56,0.07463849,66976.47,0.45180003,66990.54,0.17915987,66976.46,0.753,66991.23,0.08,66973.26,0.02337516
2024-05-17 19:43:14,66982.08,0.05952529,66982.07,0.00071634,66982.81,0.29818952,66981.89,0.07464703,66982.82,0.08112726,66979.77,0.01045029,66983.83,0.29859972,66979.38,0.12902163,66989.55,0.01492937,66979.37,0.37324922,66990.17,0.07463781,66979.29,0.01045029,66990.54,0.17915987,66979.22,0.01045029,66990.68,0.01045017,66978.35,0.00016712,66990.78,0.01045017,66976.53,0.01492934,66991.23,0.09045017,66976.52,0.00746353
2024-05-17 19:43:17,66982.08,0.04455519,66982.07,0.15195492,66982.81,0.29818952,66981.89,0.07464703,66982.82,0.08112726,66979.54,0.01045032,66983.83,0.29859972,66979.38,0.12902163,66988.75,0.02537985,66979.09,0.01045032,66988.85,0.01045048,66978.99,0.01045032,66989.29,0.01045048,66978.35,0.00016712,66990.46,0.07463749,66976.53,0.01492934,66991.23,0.08,66976.52,0.00746353,66991.53,0.16796466,66976.51,0.37326516
2024-05-17 19:43:20,66982.08,0.04455519,66982.07,0.28981775,66982.81,0.29818952,66979.79,0.01045028,66983.82,0.16756529,66979.38,0.12902163,66983.83,0.29859972,66979.35,0.01045028,66988.02,0.01492937,66979.24,0.01045028,66989.97,0.01045028,66978.35,0.00016712,66990.07,0.01045028,66976.53,0.01492934,66990.52,0.01045028,66976.52,0.00746353,66991.23,0.08,66976.51,0.37326516,66991.53,0.08956207,66976.47,0.45180003
2024-05-17 19:43:23,66982.08,0.04452529,66982.07,0.28952956,66982.81,0.29818952,66981.1,0.01045008,66983.82,0.16756529,66980.65,0.01045008,66983.83,0.29859972,66980.55,0.01045008,66988.02,0.01492937,66979.38,0.12902163,66990.6,0.07463734,66978.35,0.00016712,66991.23,0.08,66976.53,0.01492934,66991.24,0.01045009,66976.52,0.00746353,66991.34,0.01045009,66976.51,0.37326516,66991.53,0.08956207,66976.47,0.45180003
2024-05-17 19:43:26,66982.08,0.35816784,66982.07,0.00151679,66983.82,0.17915983,66979.75,0.07464941,66983.83,0.29859972,66979.38,0.12902163,66985.46,0.02538061,66978.35,0.00016712,66986.01,0.01045099,66977.7,0.14930341,66986.31,0.07464211,66976.46,0.753,66986.58,0.01045083,66975.71,0.01045092,66988.51,0.14927935,66975.28,0.01492962,66991.22,0.02,66975.27,0.01045092,66991.23,0.08,66975.16,0.01045092
2024-05-17 19:43:30,66982.08,0.34107534,66982.07,0.06192689,66983.82,0.17915983,66979.38,0.12902163,66983.83,0.29859972,66978.99,0.07465027,66984.95,0.01045108,66978.35,0.00016712,66985.51,0.07464301,66977.7,0.14930341,66985.52,0.01045098,66975.28,0.01492962,66986.06,0.01045098,66974.6,0.01045109,66988.5,0.01492937,66974.16,0.01045109,66988.51,0.14927935,66974.06,0.01045109,66991.2,0.24154724,66973.57,0.22396899
2024-05-17 19:43:32,66982.08,0.32691485,66982.07,0.06192689,66983.82,0.17915983,66979.38,0.12902163,66983.83,0.29859972,66978.99,0.07465027,66984.77,0.07464383,66978.35,0.00016712,66984.95,0.01045108,66977.7,0.14930341,66985.52,0.01045098,66975.28,0.01492962,66986.06,0.01045098,66974.6,0.01045109,66988.5,0.01492937,66974.16,0.01045109,66988.51,0.14927935,66974.06,0.01045109,66991.2,0.24154724,66973.57,0.22396899
2024-05-17 19:43:35,66982.08,0.29796618,66982.07,0.04566146,66983.38,0.07464538,66978.35,0.00016712,66983.82,0.23021686,66978.32,0.04666964,66983.83,0.29859972,66977.49,0.07465193,66986.41,0.16421339,66976.62,0.01492937,66986.79,0.01045078,66976.61,0.01045078,66986.89,0.01045078,66976.16,0.01045078,66987.33,0.01045078,66976.06,0.01045078,66989.6,0.22391538,66975.33,0.14930868,66989.61,0.37319224,66973.57,0.22396899
2024-05-17 19:43:38,66982.08,0.29467612,66982.07,0.04560663,66983.38,0.07464538,66978.35,0.12942078,66983.82,0.23021686,66978.32,0.04666964,66983.83,0.29859972,66977.49,0.07465193,66986.41,0.14928402,66976.62,0.01492937,66986.78,0.01492937,66976.61,0.01045078,66986.79,0.01045078,66976.16,0.01045078,66986.89,0.01045078,66976.06,0.01045078,66987.33,0.01045078,66975.33,0.14930868,66989.6,0.22391538,66971.27,0.3186982
2024-05-17 19:43:41,66978.36,0.16714803,66978.35,0.12942078,66982.07,0.06070911,66978.32,0.04666964,66982.08,0.04299929,66977.49,0.07465193,66983.36,0.0895754,66975.33,0.14930868,66984.14,0.01045119,66971.28,0.01492978,66984.24,0.01045119,66971.27,0.21044717,66984.69,0.01045119,66970.7,0.37329754,66986.4,0.08957046,66969.95,0.08994539,66986.41,0.14928402,66969.0,0.00231172,66989.6,0.22391538,66968.79,0.22606711
2024-05-17 19:43:44,66975.96,0.35800175,66975.95,0.05866072,66978.33,0.18817428,66974.68,0.07465507,66979.35,0.29862379,66973.15,0.14931354,66980.35,0.29862379,66972.91,0.01045136,66980.54,0.07464854,66972.47,0.01045136,66981.74,0.01,66972.36,0.01045136,66982.07,0.01045152,66971.27,0.12851017,66982.17,0.01045152,66970.7,0.38822827,66982.62,0.01045152,66969.0,0.00231172,66984.15,0.14928905,66968.29,0.05127024
2024-05-17 19:43:48,66975.96,0.48210506,66975.95,0.05097369,66978.88,0.0746504,66971.97,0.07465809,66981.16,0.19410983,66971.27,0.12851017,66981.17,0.29863182,66971.12,0.1642488,66981.31,0.01045164,66970.16,0.01045179,66981.41,0.01045164,66969.72,0.01045179,66981.74,0.01,66969.62,0.01045179,66981.85,0.01045164,66969.0,0.00231172,66982.09,0.14929365,66967.69,0.37331432,66983.18,0.29863182,66966.28,0.38480504
2024-05-17 19:43:51,66969.01,0.1227479,66969.0,0.26339165,66974.58,0.01493228,66967.58,0.14932597,66974.59,0.015,66967.5,0.0104522,66975.92,0.00016712,66967.05,0.0104522,66975.93,0.17918418,66966.96,0.0104522,66975.94,0.29864029,66966.07,2.24e-05,66975.95,0.29864029,66964.59,0.01493228,66975.96,5.226e-05,66964.58,0.22032811,66976.1,0.07287868,66964.57,0.01675831,66977.0,0.07465249,66963.52,0.37333755
2024-05-17 19:43:54,66969.01,0.00153825,66969.0,0.38716478,66969.11,0.02579228,66966.95,0.01045229,66969.12,0.04298704,66966.51,0.01045229,66974.28,0.01493227,66966.4,0.01045229,66974.29,0.05549432,66966.07,2.24e-05,66975.92,0.00016712,66964.58,0.22032811,66975.93,0.17918418,66964.57,0.01675831,66975.94,0.30864029,66963.53,0.01493227,66975.95,0.29864029,66963.52,0.37333755,66977.43,0.07041346,66961.5,0.19244615
2024-05-17 19:43:57,66969.01,0.04437746,66969.0,0.38689871,66974.27,0.02493228,66967.21,0.01045225,66974.29,0.05549432,66966.77,0.01045225,66975.92,0.00016712,66966.66,0.01045225,66975.93,0.3545133,66966.31,0.37332204,66975.94,0.29864029,66966.07,2.24e-05,66975.95,0.29864029,66964.58,0.0150994,66977.43,0.07041346,66964.57,0.01675831,66977.77,0.01045219,66961.51,0.17201782,66977.87,0.01045219,66961.5,0.19244615
2024-05-17 19:43:59,66969.01,0.03850202,66969.0,0.38689871,66974.27,0.02493228,66967.21,0.01045225,66974.29,0.05549432,66966.77,0.01045225,66975.92,0.00016712,66966.66,0.01045225,66975.93,0.3545133,66966.31,0.37332204,66975.94,0.29864029,66966.07,2.24e-05,66975.95,0.29864029,66964.58,0.0150994,66977.43,0.07041346,66964.57,0.01675831,66977.77,0.01045219,66961.51,0.17201782,66977.87,0.01045219,66961.5,0.19244615
2024-05-17 19:44:02,66969.01,0.06736162,66969.0,0.87141167,66974.28,0.01493228,66966.4,0.01045237,66974.29,0.05549432,66966.31,0.37332204,66975.92,0.00016712,66966.07,2.24e-05,66975.93,0.17918418,66965.96,0.01045237,66975.94,0.29864029,66965.85,0.01045237,66975.95,0.29864029,66964.58,0.0150994,66976.13,0.01045244,66964.57,0.01675831,66976.24,0.01045244,66961.51,0.11546773,66976.68,0.01045244,66961.5,0.19244615
2024-05-17 19:44:05,66969.01,0.1068637,66969.0,1.53508159,66974.28,0.01493228,66966.4,0.01045237,66974.29,0.05549432,66966.31,0.37332204,66974.3,0.01,66966.07,2.24e-05,66975.92,0.00016712,66965.96,0.01045237,66975.93,0.17918418,66965.85,0.01045237,66975.94,0.29864029,66964.58,0.0150994,66975.95,0.29864029,66964.57,0.01675831,66977.37,0.01045225,66961.51,0.11546773,66977.42,0.04224813,66961.5,0.19244615
2024-05-17 19:44:08,66969.01,0.10943471,66969.0,1.53508159,66974.28,0.0482289,66966.31,0.37332204,66974.29,0.05549432,66966.07,2.24e-05,66974.3,0.01,66965.93,0.01045245,66975.92,0.00016712,66965.49,0.01045245,66976.9,0.01045232,66965.39,0.01045245,66976.97,0.01045233,66964.58,0.0150994,66977.42,0.05845234,66964.57,0.01675831,66977.43,0.07041346,66961.51,0.11546773,66977.76,0.08,66961.5,0.19244615
2024-05-17 19:44:11,66969.01,0.13673668,66969.0,1.53533642,66974.28,0.0482289,66966.31,0.37332204,66974.29,0.05549432,66966.07,2.24e-05,66974.3,0.01,66965.93,0.01045245,66975.92,0.00016712,66965.49,0.01045245,66976.9,0.01045232,66965.39,0.01045245,66976.97,0.01045233,66964.58,0.0150994,66977.42,0.05845234,66964.57,0.01675831,66977.43,0.07041346,66960.16,0.00028728,66977.76,0.08,66959.43,0.63848476
2024-05-17 19:44:14,66969.01,0.1366072,66969.0,1.52087489,66974.28,0.0482289,66967.08,0.01045227,66974.29,0.05549432,66966.64,0.01045227,66974.3,0.01,66966.53,0.01045227,66975.92,0.00016712,66966.31,0.37332204,66976.21,0.01045243,66966.07,2.24e-05,66976.31,0.01045243,66964.58,0.0150994,66977.42,0.04800001,66964.57,0.01675831,66977.43,0.07041346,66960.16,0.00028728,66977.76,0.08,66959.43,0.63848476
2024-05-17 19:44:17,66969.01,0.1271235,66969.0,1.52054684,66974.26,0.17919014,66966.39,0.01045237,66974.27,0.2986501,66966.31,0.37332204,66974.28,0.01493228,66966.07,2.24e-05,66974.29,0.05549432,66965.95,0.01045237,66974.3,0.01,66965.85,0.01045237,66975.28,0.2986501,66964.58,0.0150994,66975.92,0.00016712,66964.57,0.01675831,66976.21,0.01045243,66960.16,0.00028728,66976.28,0.2986501,66959.43,0.63848476
2024-05-17 19:44:20,66969.01,0.12670161,66969.0,1.52054684,66974.26,0.19175082,66966.39,0.01045237,66974.27,0.2986501,66966.31,0.37332204,66974.28,0.01493228,66966.07,2.24e-05,66974.29,0.05549432,66965.95,0.01045237,66974.3,0.01,66965.85,0.01045237,66975.28,0.2986501,66964.58,0.0150994,66975.92,0.00016712,66964.57,0.01675831,66976.21,0.01045243,66960.16,0.00028728,66976.28,0.2986501,66959.43,0.63848476
2024-05-17 19:44:23,66969.01,0.06117077,66969.0,1.55187163,66974.26,0.19012682,66966.31,0.37332204,66974.27,0.2986501,66966.07,2.24e-05,66974.28,0.01493228,66964.58,0.0150994,66975.92,0.00016712,66964.57,0.01675831,66977.57,0.07044213,66960.21,0.05860201,66977.75,0.04479028,66960.2,0.09738265,66978.83,0.01045202,66960.16,0.00028728,66978.93,0.01045202,66959.44,0.18824352,66978.96,0.07465031,66958.82,0.7467276
2024-05-17 19:44:26,66969.01,0.04468809,66969.0,1.55187181,66974.22,0.02257354,66966.31,0.37332204,66974.23,0.05696115,66966.07,2.24e-05,66974.28,0.01493228,66964.58,0.0150994,66974.77,0.05803071,66964.57,0.01675831,66975.92,0.00016712,66960.63,0.05401078,66977.56,0.04226534,66960.62,0.08973065,66977.57,0.07044213,66960.16,0.00028728,66978.93,0.07465035,66959.44,0.18824352,66978.97,0.010452,66958.82,0.7467276
2024-05-17 19:44:30,66969.01,0.07207498,66969.0,1.49791349,66974.17,0.04731218,66966.31,0.37332204,66974.19,0.01493228,66966.07,2.24e-05,66974.77,0.05803071,66965.61,0.0104525,66975.79,0.0104525,66965.17,0.0104525,66975.89,0.0104525,66965.06,0.0104525,66975.92,0.00016712,66964.58,0.0150994,66977.09,0.01045238,66964.57,0.01675831,66977.56,0.05122434,66960.16,0.00028728,66977.57,0.07044213,66959.91,0.05381968
2024-05-17 19:44:33,66969.01,0.10524515,66969.0,1.51391349,66974.17,0.04731218,66966.31,0.37332204,66974.19,0.01493228,66966.07,2.24e-05,66974.77,0.05803071,66965.61,0.0104525,66975.79,0.0104525,66965.17,0.02538478,66975.89,0.0104525,66965.06,0.0104525,66975.92,0.00016712,66964.58,0.00016712,66977.09,0.01045238,66964.57,0.01675831,66977.56,0.05122434,66960.16,0.00028728,66977.57,0.07044213,66959.45,0.56098273
2024-05-17 19:44:36,66969.01,0.10527506,66969.0,1.51240294,66974.17,0.03481847,66966.31,0.37332204,66974.19,0.01493228,66966.07,2.24e-05,66974.77,0.05803071,66965.61,0.0104525,66975.37,0.01045265,66965.17,0.02538478,66975.79,0.0104525,66965.06,0.0104525,66975.89,0.0104525,66964.58,0.00016712,66975.92,0.00016712,66964.57,0.01675831,66977.56,0.05122434,66960.16,0.00028728,66977.57,0.07044213,66959.45,0.56098273
2024-05-17 19:44:39,66969.01,0.0795116,66969.0,1.50208336,66975.33,0.00106275,66966.31,0.37332204,66975.34,0.17919014,66966.07,2.24e-05,66975.35,0.2986501,66965.62,0.01493228,66975.36,0.01493228,66965.61,0.0104525,66975.37,0.02545265,66965.17,0.0104525,66975.79,0.0104525,66965.06,0.0104525,66975.89,0.0104525,66964.58,0.00016712,66975.92,0.00016712,66964.57,0.01675831,66976.36,0.2986501,66960.16,0.00028728
2024-05-17 19:44:42,66969.01,0.16072615,66969.0,1.51925661,66974.07,0.01493228,66966.31,0.37332204,66975.34,0.17919014,66966.07,2.24e-05,66975.35,0.2986501,66965.29,0.02538483,66975.37,0.02545265,66964.85,0.01045255,66975.47,0.01045255,66964.75,0.01045255,66975.57,0.01045255,66964.58,0.00016712,66975.92,0.00016712,66964.57,0.01675831,66976.36,0.2986501,66960.16,0.00028728,66977.35,0.17919006,66959.45,0.56098276
2024-05-17 19:44:45,66969.01,0.25631509,66969.0,1.42825802,66971.34,0.19161156,66968.44,0.07194013,66971.35,0.2986501,66966.31,0.37332204,66973.0,0.01493228,66966.07,2.24e-05,66973.64,0.05588018,66964.58,0.0150994,66973.83,0.0104528,66964.57,0.01675831,66973.9,0.01045281,66964.03,0.01045266,66974.37,0.0104528,66963.65,0.0104528,66975.92,0.00016712,66963.2,0.0104528,66976.35,0.17919014,66960.16,0.00028728
2024-05-17 19:44:50,66969.01,0.25502512,66969.0,1.42377834,66971.34,0.19161156,66968.29,0.07136674,66971.35,0.2986501,66966.31,0.37332204,66973.0,0.01493228,66966.07,2.24e-05,66973.64,0.05588018,66964.58,0.0150994,66973.83,0.0104528,66964.57,0.01675831,66973.9,0.01045281,66963.65,0.0104528,66974.37,0.0104528,66963.49,0.01045274,66975.92,0.00016712,66963.2,0.0104528,66976.35,0.17919014,66960.16,0.00028728
2024-05-17 19:44:53,66964.59,0.81943201,66964.58,0.00168302,66965.34,0.01045421,66964.57,0.01675831,66965.5,0.0104541,66955.28,0.03831315,66965.61,0.0104541,66954.86,0.00028379,66967.66,0.00156156,66954.65,0.39049296,66968.23,0.20137975,66954.02,0.445,66969.0,0.01,66953.48,0.25742431,66969.01,0.34290034,66953.2,0.74679023,66971.32,0.09495212,66950.17,0.00016712,66971.33,0.00106275,66949.74,0.00746353
2024-05-17 19:44:56,66959.9,0.44035937,66959.89,0.00151664,66963.17,0.01045447,66958.08,0.05664053,66963.28,0.01045447,66954.34,0.01493431,66963.72,0.02538905,66954.29,0.08961338,66964.57,0.18884753,66954.28,0.14935563,66964.58,0.30868311,66951.87,0.22404159,66964.59,9.37e-05,66951.86,0.37340261,66965.54,0.14933055,66950.17,0.00016712,66965.6,0.29868311,66949.74,0.00746353,66966.59,0.17920993,66948.39,0.09483323
2024-05-17 19:44:59,66959.9,0.44035644,66959.89,0.05336864,66962.63,0.04480118,66958.08,0.05664053,66962.64,0.0746685,66955.76,0.08961047,66962.89,0.01045451,66954.29,0.08961347,66963.0,0.01045451,66954.28,0.14935563,66963.16,0.01493431,66953.63,0.01045437,66963.44,0.01045451,66953.18,0.01045437,66964.57,0.18884753,66953.08,0.01045437,66964.58,0.30868311,66951.87,0.22404157,66964.59,9.37e-05,66951.86,0.37340261
2024-05-17 19:45:03,66959.9,0.43253789,66959.89,0.05336864,66960.71,0.01045485,66958.08,0.05664053,66960.81,0.01045485,66956.03,0.01493431,66961.04,0.17921931,66955.32,0.07467665,66961.05,0.29869872,66954.29,0.08961347,66961.26,0.01045485,66954.28,0.14935563,66961.9,0.07466933,66950.39,0.01045487,66964.58,0.02493431,66950.17,0.00016712,66964.59,1.152e-05,66949.95,0.01045487,66965.53,0.17920987,66949.85,0.01045487
2024-05-17 19:45:05,66950.18,0.04387814,66950.17,0.36961298,66954.33,0.01,66948.34,0.07468444,66954.34,0.18818571,66946.79,0.08962346,66954.35,0.2987063,66946.78,0.14937236,66954.36,0.01493648,66946.43,0.01493648,66954.47,0.01045582,66944.26,3.11e-06,66954.58,0.01045582,66944.15,0.01045585,66955.01,0.07467701,66943.7,0.01045585,66955.02,0.01045582,66943.6,0.01045585,66958.53,0.14934618,66943.49,0.2240696
2024-05-17 19:45:08,66950.2,0.04415539,66950.19,0.13491044,66954.32,0.45409691,66950.17,0.05995734,66954.33,0.3088742,66950.03,0.07102117,66954.37,0.07467773,66947.73,0.07468512,66955.33,0.2987063,66946.79,0.11352177,66955.64,0.01045564,66946.78,0.14937236,66955.74,0.01045564,66945.46,0.01045564,66956.18,0.01045564,66945.02,0.01045564,66956.33,0.29873218,66944.92,0.01045564,66958.53,0.1622814,66944.26,3.11e-06
2024-05-17 19:45:11,66950.2,0.0439539,66950.19,0.06724589,66954.32,0.45409691,66950.17,0.05995734,66954.33,0.3088742,66948.01,0.07468481,66954.57,0.0746775,66946.79,0.0985853,66954.61,0.05591292,66946.78,0.16430883,66955.33,0.2987063,66945.46,0.01045564,66955.64,0.01045564,66945.02,0.01045564,66955.74,0.01045564,66944.92,0.01045564,66956.08,0.14935165,66944.26,3.11e-06,66956.18,0.01045564,66943.49,0.2240696
2024-05-17 19:45:14,66950.2,0.04450294,66950.19,0.06669029,66954.32,0.45409691,66950.17,0.05995734,66954.33,0.2988742,66949.69,0.07169508,66954.57,0.0746775,66948.01,0.07468481,66954.61,0.05591292,66946.79,0.11352177,66955.33,0.2987063,66946.78,0.14937236,66955.64,0.01045564,66945.46,0.01045564,66955.74,0.01045564,66945.02,0.01045564,66956.08,0.14935165,66944.92,0.01045564,66956.18,0.01045564,66944.26,3.11e-06
