OFI_1,OFI_2,OFI_3,OFI_4,OFI_5,OFI_6,OFI_7,OFI_8,OFI_9,OFI_10,LABEL_TICK1,time
-2.26875145,-1.40853824,-4.03025085,-0.23848095,-1.9778407,-1.53367201,-2.16482953,-0.51221267,-1.23084224,-0.9592281199999999,0.0,2024-05-17 19:43:12
0.22923159999999998,0.5243585,0.80601045,-0.09801093999999999,-0.15401888000000002,-0.58060899,-0.14627964000000004,-0.30270191999999996,0.20965297,2.0521898199999997,0.0,2024-05-17 19:43:15
-1.19939927,-1.17215987,-0.65511745,-0.97024487,-1.03727964,-0.92656468,-3.5002186600000003,-0.67815664,-1.2927807199999999,-3.2809192300000003,0.0,2024-05-17 19:43:18
0.37619249000000016,0.19405168,0.80862273,0.17,0.42723701999999997,0.96089914,2.63406044,6.46862322,0.5252497899999999,1.79033089,0.0,2024-05-17 19:43:21
0.26389312999999986,0.32988363,1.64178599,0.97020237,-0.17,3.23456048,1.50981678,1.66318405,3.27288404,3.55858944,0.0,2024-05-17 19:43:24
0.15014796000000005,-0.09702474,-0.23286013,-1.17714825,-0.22928932000000002,-0.8084967,-0.6290633399999999,-0.51718784,-0.5,-1.33301927,0.0,2024-05-17 19:43:27
-0.37903116000000003,0.23286376,0.09702615,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2024-05-17 19:43:30
-0.11335893999999999,-0.27850744,-0.09702616,-0.23286313,-1.00714825,-0.391,-1.3084967,-0.2655262,-0.51718784,-0.5,0.0,2024-05-17 19:43:33
-0.3289880700000001,0.19405006000000002,-2.6700000000101642e-06,0.57573734,-0.221,-1.32761577,3.23456048,0.64627964,0.69370192,1.27558141,0.0,2024-05-17 19:43:36
0.32847534,0.61559365,0.66169799,0.90559674,3.43701444,-1.3715626,-0.31627964,1.0842497,0.72172122,2.87025329,0.0,2024-05-17 19:43:39
-0.002403630000000004,-0.19405142,-1.3338154899999999,0.06286280999999999,0.391,-0.7905163000000002,-0.9784702399999998,0.80846949,2.2035225,1.29099395,1.0,2024-05-17 19:43:42
0.2911678,1.74551458,0.83444507,0.47222438,1.37773162,0.5929459100000001,2.1666803199999998,0.59702317,3.24974483,2.30340503,0.0,2024-05-17 19:43:45
1.5195478599999999,-0.33962344,1.55383708,0.47419951,-0.004379939999999999,-2.73433229,-1.78840931,-1.17173491,-0.08160937,-1.77631342,0.0,2024-05-17 19:43:48
0.27589806,0.0,-1.19954021,0.9658708300000001,0.5,-0.06285258999999999,3.23433229,-0.2930189700000001,1.25782926,1.17173491,1.0,2024-05-17 19:43:51
