time,PRICE_ASK_1,VOLUME_ASK_1,PRICE_BID_1,VOLUME_BID_1,PRICE_ASK_2,VOLUME_ASK_2,PRICE_BID_2,VOLUME_BID_2,PRICE_ASK_3,VOLUME_ASK_3,PRICE_BID_3,VOLUME_BID_3,PRICE_ASK_4,VOLUME_ASK_4,PRICE_BID_4,VOLUME_BID_4,PRICE_ASK_5,VOLUME_ASK_5,PRICE_BID_5,VOLUME_BID_5,PRICE_ASK_6,VOLUME_ASK_6,PRICE_BID_6,VOLUME_BID_6,PRICE_ASK_7,VOLUME_ASK_7,PRICE_BID_7,VOLUME_BID_7,PRICE_ASK_8,VOLUME_ASK_8,PRICE_BID_8,VOLUME_BID_8,PRICE_ASK_9,VOLUME_ASK_9,PRICE_BID_9,VOLUME_BID_9,PRICE_ASK_10,VOLUME_ASK_10,PRICE_BID_10,VOLUME_BID_10
2024-05-17 19:43:11,3092.2,0.25902081,3092.19,0.40481803,3092.56,0.09701727,3092.12,0.90552159,3092.57,1.00953454,3092.1,0.56624826,3092.58,0.16169595,3092.09,0.75428968,3092.59,0.09701846,3092.08,0.31925048,3092.6,0.3,3092.07,0.71331204,3092.61,0.232843,3092.04,0.53540062,3092.62,0.5,3091.96,3.2341861,3092.68,0.40641254,3091.95,0.16169595,3092.69,0.08864525,3091.84,0.99625675
2024-05-17 19:43:12,3091.99,1.17927462,3091.98,1.08947683,3092.02,0.59997159,3091.89,0.80856665,3092.04,0.79593208,3091.84,3.23431877,3092.05,0.0767746,3091.73,0.16170635,3092.06,1.83118486,3091.59,0.14665584,3092.07,1.17013487,3091.58,0.36353714,3092.09,0.36353714,3091.55,1.80129239,3092.16,0.09087021,3091.54,0.42134246,3092.17,0.5845626,3091.53,0.64627964,3092.18,0.2655262,3091.52,0.69370192
2024-05-17 19:43:15,3091.99,0.95004302,3091.98,1.08947683,3092.09,0.36353714,3091.94,0.16082136,3092.17,0.95266629,3091.59,0.14665584,3092.18,0.2655262,3091.58,0.36353714,3092.19,0.3146195,3091.55,0.46863838,3092.2,0.00244983,3091.54,0.58305882,3092.25,0.5,3091.53,0.64627964,3092.27,0.391,3091.52,0.69370192,3092.28,0.23286012,3091.5,0.02320715,3092.3,2.09759702,3091.49,0.0454072
2024-05-17 19:43:18,3091.97,0.11698789,3091.94,1.08241138,3091.98,0.36353714,3091.67,0.80862273,3092.03,0.48511745,3091.56,0.17,3092.04,0.80852908,3091.55,0.16171579,3092.16,0.391,3091.53,0.64627964,3092.17,0.23286276,3091.52,0.69370192,3092.18,0.2655262,3091.48,3.23469246,3092.19,0.3146195,3091.42,0.36353714,3092.2,0.00244983,3091.29,1.29033089,3092.21,1.94035852,3091.23,1.34056071
2024-05-17 19:43:21,3091.98,0.37855824,3091.94,1.08004563,3092.02,0.09702584,3091.68,0.09702584,3092.03,0.48511745,3091.67,0.80862273,3092.04,0.80852908,3091.66,0.17,3092.18,0.2655262,3091.65,0.16171082,3092.19,0.3146195,3091.53,0.64627964,3092.21,1.94035852,3091.52,0.69370192,3092.22,3.23393076,3091.48,3.23469246,3092.24,0.16171265,3091.42,0.36353714,3092.25,0.5,3091.29,1.29033089
2024-05-17 19:43:24,3091.99,0.36353714,3091.94,0.98040162,3092.14,0.23285889,3091.77,0.09702474,3092.15,0.83318552,3091.76,0.80860047,3092.16,0.8084967,3091.75,0.16170567,3092.18,0.2655262,3091.62,0.17,3092.19,0.3146195,3091.61,3.23456048,3092.25,0.5,3091.53,1.00981678,3092.27,0.96948213,3091.52,0.69370192,3092.3,1.99730263,3091.47,1.27558141,3092.35,3.23379043,3091.46,0.32479901
2024-05-17 19:43:27,3091.99,0.22463131,3091.94,0.99164375,3092.1,0.0970251,3091.77,0.0970251,3092.11,0.23286013,3091.76,0.80860047,3092.14,1.00714825,3091.66,0.17,3092.15,0.391,3091.65,0.16171068,3092.16,0.8084967,3091.61,3.23456048,3092.18,0.2655262,3091.53,0.64627964,3092.19,0.51718784,3091.52,0.69370192,3092.25,0.5,3091.47,1.27558141,3092.27,0.96948213,3091.4,0.36353714
2024-05-17 19:43:30,3091.96,0.36839621,3091.94,0.9810088,3092.12,0.23286276,3091.77,0.0970261,3092.13,0.09702615,3091.76,0.80860047,3092.14,1.00714825,3091.66,0.17,3092.15,0.391,3091.65,0.16171068,3092.16,0.8084967,3091.61,3.23456048,3092.18,0.2655262,3091.53,0.64627964,3092.19,0.51718784,3091.52,0.69370192,3092.26,0.5,3091.47,1.27558141,3092.27,0.96948213,3091.4,0.36353714
2024-05-17 19:43:33,3091.95,0.09702615,3091.94,0.96467601,3091.96,0.37553366,3091.77,0.19405232,3092.11,0.09702616,3091.76,0.80860047,3092.12,0.23286313,3091.66,0.17,3092.14,1.00714825,3091.65,0.16171068,3092.15,0.391,3091.61,3.23456048,3092.16,1.3084967,3091.53,0.64627964,3092.18,0.2655262,3091.52,0.69370192,3092.19,0.51718784,3091.47,1.27558141,3092.26,0.5,3091.4,0.36353714
2024-05-17 19:43:36,3091.95,0.42332833,3091.94,0.96199012,3092.07,0.09702631,3091.78,0.09702375,3092.08,0.09702631,3091.77,0.09702364,3092.09,0.23286313,3091.76,0.80860047,3092.13,0.391,3091.66,0.17,3092.14,1.48932645,3091.65,0.16171068,3092.16,1.3084967,3091.61,3.23456048,3092.18,0.2655262,3091.53,0.64627964,3092.19,0.51718784,3091.52,0.69370192,3092.26,0.5,3091.47,1.27558141
