time,low,high,open,close,volume
2024-05-17 17:24:00,66917.49,66989.73,66929.94,66979.24,22.12989603
2024-05-17 17:23:00,66919.07,66944.18,66927.28,66932.38,6.09933854
2024-05-17 17:22:00,66886.52,66952.66,66890.01,66929.55,15.14116409
2024-05-17 17:21:00,66889.85,66915.12,66889.85,66890.01,7.08115267
2024-05-17 17:20:00,66867.93,66928.88,66867.93,66889.85,9.77045027
2024-05-17 17:19:00,66851.3,66906.23,66902.94,66867.93,9.07240871
2024-05-17 17:18:00,66893.69,66965.89,66896.55,66901.66,13.2644046
2024-05-17 17:17:00,66862.14,66917.38,66862.15,66894.97,5.30478634
2024-05-17 17:16:00,66843.18,66918.73,66906.04,66862.14,16.63077638
2024-05-17 17:15:00,66845.05,66911.09,66855.94,66905.59,6.49075093
2024-05-17 17:14:00,66811.53,66866.99,66816.87,66855.94,5.46633894
2024-05-17 17:13:00,66772.0,66880.52,66880.52,66816.84,34.71214911
2024-05-17 17:12:00,66871.82,66909.21,66900.01,66885.99,15.73495591
2024-05-17 17:11:00,66900.0,66991.91,66977.74,66900.0,12.82978754
2024-05-17 17:10:00,66970.01,67001.49,66988.99,66977.74,13.70866343
2024-05-17 17:09:00,66975.0,67001.48,66985.8,66984.47,8.28511803
2024-05-17 17:08:00,66942.58,66999.17,66946.04,66985.8,5.82898572
2024-05-17 17:07:00,66936.72,67000.0,66983.42,66946.03,10.75306774
2024-05-17 17:06:00,66973.22,67037.86,67020.58,66978.13,21.7969867
2024-05-17 17:05:00,66948.56,67020.59,66954.74,67020.59,10.33376391
2024-05-17 17:04:00,66898.53,66955.9,66901.54,66954.74,7.0846658
2024-05-17 17:03:00,66850.5,66904.47,66851.59,66901.55,8.19267213
2024-05-17 17:02:00,66846.28,66933.79,66868.35,66857.44,20.56750148
2024-05-17 17:01:00,66861.5,66992.39,66992.39,66865.86,25.71183997
2024-05-17 17:00:00,66934.62,66996.24,66972.48,66992.4,18.58545728
2024-05-17 16:59:00,66951.27,66985.18,66985.18,66972.48,10.61299793
2024-05-17 16:58:00,66959.02,67009.78,66978.37,66985.18,26.82527946
2024-05-17 16:57:00,66970.03,67031.15,67031.14,66978.37,25.21158503
2024-05-17 16:56:00,67026.26,67062.89,67050.71,67031.13,11.93563104
2024-05-17 16:55:00,67050.7,67077.55,67077.22,67050.71,7.20030623
2024-05-17 16:54:00,67046.42,67080.38,67060.1,67077.22,38.34044184
2024-05-17 16:53:00,67042.04,67111.01,67111.0,67058.24,16.10316585
2024-05-17 16:52:00,67113.9,67144.37,67134.69,67113.9,11.05824269
2024-05-17 16:51:00,67124.13,67199.98,67199.98,67134.69,9.83752278
2024-05-17 16:50:00,67129.64,67205.65,67141.86,67199.99,18.21460609
2024-05-17 16:49:00,67114.35,67146.69,67135.04,67143.88,5.92768872
2024-05-17 16:48:00,67094.56,67171.13,67099.37,67135.15,15.3979048
2024-05-17 16:47:00,67060.9,67116.57,67076.13,67098.13,19.43737731
2024-05-17 16:46:00,67032.01,67104.8,67104.8,67082.82,15.02239436
2024-05-17 16:45:00,67053.25,67128.84,67116.01,67104.8,11.75762138
2024-05-17 16:44:00,67116.0,67155.99,67143.38,67116.0,9.86712878
2024-05-17 16:43:00,67142.82,67201.31,67198.05,67143.38,10.00629657
2024-05-17 16:42:00,67170.47,67210.81,67187.6,67194.67,9.95622527
2024-05-17 16:41:00,67144.0,67249.01,67249.0,67186.4,25.22185034
2024-05-17 16:40:00,67249.0,67359.33,67322.44,67249.0,29.53243356
2024-05-17 16:39:00,67252.05,67328.48,67260.12,67328.48,30.10252858
2024-05-17 16:38:00,67234.16,67280.76,67235.08,67258.89,11.0357974
2024-05-17 16:37:00,67195.96,67251.5,67198.98,67235.08,9.004484
2024-05-17 16:36:00,67162.49,67234.81,67165.19,67198.97,10.7956305
2024-05-17 16:35:00,67161.26,67214.41,67195.43,67165.6,13.54915195
2024-05-17 16:34:00,67167.92,67226.67,67226.67,67195.44,9.52681426
2024-05-17 16:33:00,67233.57,67267.29,67263.57,67233.79,10.61505486
2024-05-17 16:32:00,67226.07,67289.77,67241.66,67263.58,20.83501725
2024-05-17 16:31:00,67223.05,67254.22,67238.94,67241.67,16.29302487
2024-05-17 16:30:00,67226.05,67265.0,67264.99,67238.94,17.66847341
2024-05-17 16:29:00,67245.17,67265.55,67265.55,67264.99,10.3374897
2024-05-17 16:28:00,67217.02,67267.65,67218.58,67265.54,16.27886096
2024-05-17 16:27:00,67209.24,67248.76,67230.45,67218.57,12.34497459
2024-05-17 16:26:00,67230.43,67265.3,67254.2,67230.45,9.27666819
2024-05-17 16:25:00,67214.81,67254.21,67236.04,67254.21,15.97843734
2024-05-17 16:24:00,67213.36,67239.3,67213.36,67236.05,11.90505508
2024-05-17 16:23:00,67150.8,67213.36,67166.08,67213.35,10.49812958
2024-05-17 16:22:00,67130.01,67217.37,67217.36,67166.09,26.43593417
2024-05-17 16:21:00,67216.7,67251.14,67216.7,67217.36,16.04993177
2024-05-17 16:20:00,67169.63,67216.7,67209.16,67216.69,9.9671485
2024-05-17 16:19:00,67198.54,67249.98,67212.16,67209.17,22.1181819
2024-05-17 16:18:00,67159.71,67220.69,67159.71,67212.17,11.13332834
2024-05-17 16:17:00,67114.92,67182.12,67131.47,67159.71,15.23213081
2024-05-17 16:16:00,67100.08,67132.68,67107.86,67131.46,14.02588287
2024-05-17 16:15:00,67105.0,67163.6,67153.06,67107.86,11.98123591
2024-05-17 16:14:00,67153.06,67253.43,67253.42,67153.07,18.4142655
2024-05-17 16:13:00,67245.57,67267.18,67267.18,67253.42,15.48571592
2024-05-17 16:12:00,67160.02,67280.92,67178.51,67267.18,33.76909939
2024-05-17 16:11:00,67164.94,67213.16,67210.75,67178.51,14.13065712
2024-05-17 16:10:00,67164.7,67215.76,67212.1,67210.75,15.99873167
2024-05-17 16:09:00,67193.34,67260.22,67256.91,67212.11,17.04464388
2024-05-17 16:08:00,67250.0,67275.14,67269.35,67256.91,13.6230695
2024-05-17 16:07:00,67180.75,67273.77,67186.43,67273.6,25.80145779
