bOF_1,aOF_1,bOF_2,aOF_2,bOF_3,aOF_3,bOF_4,aOF_4,bOF_5,aOF_5,bOF_6,aOF_6,bOF_7,aOF_7,bOF_8,aOF_8,bOF_9,aOF_9,bOF_10,aOF_10,LABEL_TICK1,time
-2.5238317499999994,-36.85835273,0.0,0.0,0.0,-2.982735859999991,0.0,-11.793419710000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-17 19:44:11
6.0107712599999985,0.66502042,35.426468910000004,-28.862236779999996,-22.10695895,-124.16310605000001,36.250923240000006,0.0,-38.75258699999999,0.0,-30.74065440999999,0.0,0.0,14.099723490000002,0.0,-85.72911876,0.0,-206.37528938000003,-27.82898752,-20.637528939999996,0.0,2024-05-17 19:44:14
17.96362592,28.271154669999998,52.11291232,-19.20839004,134.05779743,0.0,45.61913782,18.383645720000004,48.91230071,49.18307827,64.66727142,32.932412920000004,47.99616274,0.0,125.31806093,0.0,72.91455208,-58.43176744,108.78993763,-6.605192340000002,0.0,2024-05-17 19:44:17
0.35643752,-13.555577809999999,17.96362592,0.0,55.38042865,0.0,130.87924216,-41.23892756,90.4964016,0.0,48.91230071,0.0,64.66727142,0.0,47.99616274,0.0,207.89706093,96.01804939,72.91455208,0.0,0.0,2024-05-17 19:44:20
15.764483519999999,0.0,40.66569753,0.0,80.31181477999999,-14.7933159,-96.63216881,-74.14349133,-30.006550179999998,-72.26132478,0.0,-104.78595832,0.0,-29.47635299,0.0,-135.82073011,0.0,-79.40916686,0.0,-42.91419305,0.0,2024-05-17 19:44:23
-0.7372753199999984,0.0,0.0,0.0,-11.797262449999991,0.0,11.797729949999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-17 19:44:26
10.09111055,0.0,-14.005161780000002,0.0,-13.920456999999999,11.79406379,0.0,3.0,0.0,111.41935664,0.0,72.26132478,0.0,104.78595832,0.0,29.47635299,0.0,116.59117294,0.0,79.40916686,0.0,2024-05-17 19:44:29
-20.588987799999998,0.0,-5.227546779999997,0.0,-49.40792407,0.0,54.73329897000001,127.23228133,46.08415396,-52.659511030000004,-8.549999999999997,-46.46015240999999,0.0,-33.199855670000005,0.0,272.89014739,0.0,20.638989780000003,0.0,0.0,1.0,2024-05-17 19:44:32
15.38364572,-16.83521234,0.01587999,-102.17123056,73.63601419,-119.73160495,127.08486067,-83.53189008,73.09378641,-90.51456945,63.58052382,-46.21565549,160.44014314,-82.76606576,43.02722924,-74.5308325,50.02490625,-45.25505868,53.65730355,-170.65910143,0.0,2024-05-17 19:44:35
15.38364572,14.056286009999997,14.75925384,-87.43641687,11.80740303,-58.242115090000006,109.17344763,76.78465955,139.52886067,-48.67117259,73.09378641,25.08506174,63.58052382,1.3772496899999993,156.54014314,1.490938259999993,72.51654174,50.96327350000001,158.77740145,-54.80868946,-1.0,2024-05-17 19:44:38
-19.99036279,-0.19240639999999942,-2.9682601899999987,1.3735449499999994,-11.79152304,-0.706476379999998,0.0,-1.9538172199999906,0.0,0.0,0.0,0.0,0.0,0.0,82.56700000000001,0.0,0.0,0.0,-70.73209003000001,0.0,0.0,2024-05-17 19:44:41
-8.594650179999999,-4.27344136,18.42411053,14.063394730000002,24.919808550000003,27.171306839999993,-43.383289149999996,-27.170697439999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2024-05-17 19:44:44
-15.38364572,55.53860785,-8.57532491,149.01935639,-35.99324224,69.69822941,-92.55108688,79.23176757,-126.32611313,57.36644968,-94.67746792,12.88668684,-91.94531142,80.28521404,-15.6782625,64.58417117,-126.77373135,0.15006576,-174.49942147,1.55238808,1.0,2024-05-17 19:44:47
15.38364572,-52.40005157,24.74091791,-54.31458369,36.66042905,-147.55729096,49.0115657,-84.5385853,137.56507665,-56.79740486,239.19214928,-35.12857437,47.02722924,0.0,121.43644064,0.0,15.6782625,-1.49093826,97.28006164,-96.18039456,0.0,2024-05-17 19:44:50
27.25171517,-21.563095190000002,37.18114202,-54.31170389,96.84630982,-91.65693253999999,67.99928748,18.625255730000006,92.78692369,47.54498838000001,59.58052382,16.787038799999998,208.16206229,-5.755174530000005,72.5166566,6.555198009999998,88.04531142,0.0,86.41443875,-82.07148839999999,-1.0,2024-05-17 19:44:53
-27.17531946,6.050970709999998,-10.44079152,66.87256952,-71.33404723,0.0,-87.20653755,15.383645720000004,-107.7956776,-3.5955787500000014,-231.68897603,-11.787038729999999,-72.5166566,-59.850039439999996,-88.04531142,-36.019369180000005,-15.6782625,38.6895012,-96.91761647,30.95160091,0.0,2024-05-17 19:44:56
27.17470809,-9.741531859999998,0.0,-47.344345880000006,0.0,0.0,0.0,-65.31854513,29.48600221000001,-11.788066970000003,-23.526913739999998,11.787144329999997,-29.489427360000008,0.0,0.0,0.0,0.0,0.0,70.74049901,0.0,0.0,2024-05-17 19:44:59
-0.307056639999999,0.0,58.30107562,-10.941996929999998,57.08165197,5.358463389999997,55.08462156,-1.6720960900000037,122.09856918,0.0,89.06652603,64.62414270000001,208.16206229,62.883048269999996,43.02722924,36.66213046000001,88.04531142,0.0,86.41459801,0.0,-1.0,2024-05-17 19:45:02
-44.43370515,28.95979269,-49.0115657,99.40832337,-59.58052382,117.07787002,-102.5810945,61.25882181,-43.02722924,63.34539863,-79.51633478,60.79740486,-57.81302306,35.12857437,-118.6837922,31.31034955,-122.91154257,64.58452853,-394.54822707,265.6233455,0.0,2024-05-17 19:45:05
33.83724751,-8.408470430000001,24.47342753,-2.2189651000000055,49.0115657,-15.383645720000004,59.58052382,15.383645720000004,215.57060579,0.0,43.02722924,0.0,79.51633478,0.0,57.81302306,0.0,118.6837922,103.51139296,193.65631674,0.0,0.0,2024-05-17 19:45:08
0.0,0.0,0.0,-73.66046437,0.0,-6.058949080000005,0.0,45.621750379999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.74477417,0.0,0.0,2024-05-17 19:45:11
-0.13265601999999888,0.0,0.0,0.0,0.0,15.383645720000004,0.0,-15.383645720000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-17 19:45:14
-0.0058955299999965405,-0.6123271700000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020681499999994912,0.0,-82.87897532999999,70.74486256,-1.49093826,0.0,2024-05-17 19:45:17
-18.325050240000003,36.64465465,3.2488744400000016,49.913975660000006,0.0,-15.383645720000004,27.022066649999992,-30.248104659999996,-92.32063834,0.0,0.0,-43.910718020000004,0.0,-160.93444423,0.0,-291.54112242,98.39226545,-1.49093826,-107.07144136,-110.28930077,-1.0,2024-05-17 19:45:20
-60.13021148,93.20979482000001,-48.03329904,-9.432767510000005,-64.16389188,-31.42831353999999,-121.35265926,-3.594477260000005,-50.02490625,-11.788553100000001,-57.81302306,20.632417630000003,-118.6837922,-20.632417629999992,-45.33552248,0.0,-130.73403269,33.14712419,-129.21620154,72.24148275,0.0,2024-05-17 19:45:23
1e-08,155.36763845000002,-15.80574805,5.015369500000006,-75.2127208,92.73275043999999,-82.54,66.61999840000001,-51.62073957,50.108429890000004,-115.7880265,-24.632417630000003,-56.06512192,221.03393458,-82.74434181,70.76578809,-127.47092245,321.39809477,-78.0673891,229.03657294,-1.0,2024-05-17 19:45:26
-8.528,17.0124115,-112.67149134,50.43474442,-16.79827654,82.23323777,-48.28296567,87.68454922,-112.62486456,72.36131358,-45.13182437,53.08737529,-87.95957902,147.80212655,-162.13757231,48.62645633,-81.00767488,65.86806161,-58.8064242,139.65798867,-1.0,2024-05-17 19:45:29
-82.54,0.81438289,-37.63483894,17.0124115,-52.81196567,58.95044633,-67.01982225,42.93733321,-49.13182437,55.69561741,-87.95957902,68.36131358,-74.37998265,53.08737529,-81.00767488,194.98051015,-49.21451011,48.62645633,-196.12177815,272.27256985,1.0,2024-05-17 19:45:32
83.235627,-1.00648372,87.67505366,-45.97560671,90.96968863,-64.01010205,68.15197178,-106.61233667,62.28192191,-75.82235415,117.50530612,-34.1337499,26.03537689,-29.46901051,58.10393576,-34.1337499,60.92994453,-122.18050804,57.2499624,-108.05011934,0.0,2024-05-17 19:45:35
13.217467590000012,2.3802997599999998,20.325806299999996,1.1999999999999957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.158125659999996,29.491405170000007,0.0,70.75310092000001,0.0,-38.020405170000004,0.0,1.0,2024-05-17 19:45:38
0.24732894,-0.0028798,27.82664433,-26.41565059,74.97925809,-19.38215318,0.43433375,-13.10572251,45.83427052,-44.25764323,47.04069736,-110.89809868,71.80198672,-92.34431389,60.80115818,-42.01130691,57.13797015,-44.57916414,87.66876697,-201.00411818,-1.0,2024-05-17 19:45:41
-0.51878753,12.40880371,-14.57666137,37.1703411,-50.57668299,82.52170359,-14.04866129,103.72707952,-83.10997582,108.15841779,-136.43365331,104.01881546,-50.29840228,39.40611454,-29.31126291,-35.406114540000004,-165.66193142,29.459901869999996,-33.74381445,-124.08588958,-1.0,2024-05-17 19:45:44
-8.524,18.14087827,-57.18016916,39.85896108,-66.56544745,74.73451082,-86.54,55.03247377,-60.26542021,102.46962271,-56.26694075,117.89476021,-58.47290505,105.30114191,-193.99572456,180.64530812,-125.97998419,51.10721859,-82.24023841,42.57513617,-1.0,2024-05-17 19:45:47
-64.45794706,10.60880373,-82.54,18.14087827,-18.1504738,75.26671005,-58.949055,133.52191596,-144.0875909,80.37614558,-110.06768301,56.59874825,-125.97998419,66.41127723,-82.24023841,68.05092951,-79.77831465,107.08387921,-105.46519509,51.10721859,-1.0,2024-05-17 19:45:50
-13.33320185,23.95215999,-26.37521758,5.42544982,-26.45534068,41.98952061,-8.87500007,68.08785198,-3.9,68.93938923,-55.4772431,95.95477764,-171.85884831,75.75493913,-206.06299186,58.80713721,-562.86489718,59.042,-107.25315974,251.15313475,0.0,2024-05-17 19:45:53
0.0,-8.568514269999998,-7.145660340000003,-0.4296307600000002,9.621251090000001,48.04602613,12.721023439999998,11.795949219999997,44.48541746,-11.795300500000003,78.97640952999998,8.524999999999991,-38.020405170000004,0.0,-43.27432470000002,206.4215564,-33.20709752999994,0.0,-32.76761141,0.0,0.0,2024-05-17 19:45:56
-5.68812626,2.238586510000001,-3.845911519999998,9.635502370000001,15.751285770000003,-63.2408466,37.37091557000001,41.30820508000001,0.0,76.91993446000001,0.0,-37.362891309999995,-52.89694680000001,-31.2662062,-75.23656478,0.0,0.0,177.86926914,-36.37587121,0.0,0.0,2024-05-17 19:45:59
-6.11173846,16.71499147,-25.8929206,54.73872918,-32.06038307,102.34418206,-20.94697021,102.86798622,-55.64738796,81.89788172,-30.97851609,113.41553291,-67.36908365,240.81259743,-50.3394968,8.63511537,-74.0892172,265.22869361,-164.57357638,162.59403607,-1.0,2024-05-17 19:46:02
-5.82363485,1.96836307,-10.60940378,30.20985066,-15.38364572,31.22687844,-14.84756714,25.72320903,-58.25475923,125.932551,-147.44779922,73.01465725,-119.84600776,140.91192088,-45.19779042,151.53099651,-85.19994643,64.24901986,-51.79377204,16.48867352,-1.0,2024-05-17 19:46:06
-10.66394841,41.846812619999994,-15.38364572,-38.71398823,-13.2322985,-50.12232455,-113.4866078,-123.10230887,-91.07506739,-36.05337062,-38.59789471,-111.73703987,-45.19779042,-151.53099651,-44.45467286,-64.24901986,-134.91775661,-206.50440183,-182.25449482,123.19873934,-1.0,2024-05-17 19:46:08
-10.71751166,-12.924532209999995,-18.23015019,27.18669889,-101.67973591,52.17562734,-102.88277158,50.12232455,-38.59789471,143.7603084,-45.19779042,36.05337062,-82.49452772,111.73703987,-134.91775661,358.10001516,-182.25449482,29.49561493,-81.53335143,206.50440183,0.0,2024-05-17 19:46:11
1.999999987845058e-08,9.294777339999996,5.70548501,20.878496890000005,-46.946355710000006,31.88797854,-8.574643049999992,118.55201874,50.34415103,-105.36636911000002,8.590483140000003,1.6647011199999966,-14.950014929999995,1.5291787700000015,70.08870206,0.01097234999997454,-62.383683919999996,0.0,-76.44449764,0.0,0.0,2024-05-17 19:46:14
25.79418803,-28.13441279,40.292127380000004,-11.305802650000004,-11.806835389999996,-36.30370208,0.0,-97.34162780999999,13.258110279999997,79.57669491000001,0.0,0.0,31.400000050000003,0.0,-69.59715796,-227.22787200999997,0.0,34.2940782,0.0,-116.1085675,0.0,2024-05-17 19:46:17
-19.53809036,9.06715743,-8.27518758,20.67897619,45.4912423,86.17388972,0.0,0.0,-48.650856729999994,-45.303437470000006,0.0,0.0,0.0,0.0,12.11818955999999,-22.032389280000004,0.0,-34.2940782,26.89,0.0,0.0,2024-05-17 19:46:20
-11.32542492,-0.38537343000000135,0.0,-3.7378266999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.020405170000004,0.0,0.0,0.0,-3.7116923600000007,0.0,0.0,0.0,0.0,2024-05-17 19:46:23
2.5064034699999995,-20.7216967,-20.01149694,-23.56395995,-1.8687463300000076,-54.35614622,8.296833109999994,5.355499109999997,10.973390310000006,44.07915009,20.411183,44.737714600000004,-31.40000005,0.0,-2.430531689999981,0.0,0.0,0.0,70.82135747,-16.48867352,0.0,2024-05-17 19:46:26
8.410108920000003,3.72673137,11.806340309999996,21.913015670000004,-11.806589160000001,45.79112009000001,0.0,-3.0,0.0,-45.79112008999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-17 19:46:29
-0.06927937000000028,11.645819020000001,0.0,-15.383645720000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162472860000001,-1.0,2024-05-17 19:46:32
-22.42134406,21.17748886,-59.63662406,30.374126959999998,-93.93488394,0.8774074399999989,-94.80272385,0.0,-122.74807293,-31.092755200000006,-29.52410762,0.0,-45.48227279,0.0,-116.15911854,0.0,-5.08885379,0.0,-255.74156975,70.82815835,0.0,2024-05-17 19:46:35
-0.20105535999999802,0.56470635,0.0,10.80919603,-37.16819679,37.08227772,0.0,75.57007958,-3.4180000000000064,126.24617483,0.0,85.81706795,0.0,267.10985846,3.4180000000000064,82.45578634,107.62848413,113.26621864,0.0,108.85072622,0.0,2024-05-17 19:46:41
1.349,7.95162891,-35.35627984,84.14005029,-37.8556538,66.9773467,-85.70913665,17.65885336000001,-105.41204204,-53.59346963,-45.48227279,57.750313500000004,-86.12893315,25.502113810000026,-66.38078204,0.0,-1.49093826,-9.6051176,-9.26774603,41.73209752999999,-1.0,2024-05-17 19:46:44
-8.4937182,15.46827963,-30.36332577,92.61594341,-84.50016313,44.97184733,-105.41204204,104.05962442,-45.48227279,93.23222691,-86.12893315,279.24123877,-66.38078204,143.56738145,-122.0975185,256.74950074,-46.02446209,82.45578634,-167.49631018,103.66110104,0.0,2024-05-17 19:46:47
2.1702302899999992,0.0,3.5755860099999985,11.805365550000005,-3.708240350000011,-11.804290460000004,0.0,0.0,0.0,0.00012202000000627322,0.0,0.0,0.0,0.0,0.0,0.0,-36.75671606,0.0,0.0,0.0,-1.0,2024-05-17 19:46:50
-18.55526606,15.38364572,-103.09402611,45.87869851,-105.41204204,129.37428041,-45.48227279,83.13896489,-86.12893315,89.36030435,-66.38078204,62.85846602,-122.0975185,357.88523877,-43.65194037,143.56738145,-167.49631018,256.74950074,-113.94752826,82.45578634,0.0,2024-05-17 19:46:53
0.0,-14.76490068,-42.95077467,42.02327948000001,3.476397399999996,-43.30854399000002,0.0,0.0,30.36639742,0.0,0.0,0.0,0.0,0.0,88.04312109,0.0,-7.4315077899999835,0.0,-63.406761509999995,0.0,1.0,2024-05-17 19:46:56
20.03508597,-16.71829611,22.47239303,-17.9914339,48.33437957,-83.13896489,108.88843944,-168.30249192,45.48227279,-62.85846602,116.49533057,-357.88523877,66.38078204,-143.56738145,122.0975185,-256.74950074,123.16506146,-82.45578634,160.06480239,-57.61678047,-1.0,2024-05-17 19:46:59
-6.16954538,3.9,-32.73785156,15.75597988,-76.38980326,44.81342421,-35.12194037,125.46539568,-57.88657379,89.25118677,-38.70846846,140.14429832,-82.82967001,51.01985853,-76.84874637,109.65844754,-68.12562978,80.24842934,-227.96106534,42.19595262,0.0,2024-05-17 19:47:02
30.80642775,0.18616708000000015,116.80511648000001,15.690813539999999,-19.455555549999993,20.336982499999998,5.000000040000003,0.0,0.0,18.42331679,-1.49093826,-59.04199999999999,30.209999999999994,0.0,78.86890523000001,-20.66190329999999,-5.940569529999998,206.06269882,-110.28512548,-8.530000000000001,0.0,2024-05-17 19:47:05
-15.36166558,0.75630271,-5.529284570000016,15.38364572,11.812398359999996,16.0631477,0.0,101.91897292,0.0,125.46539568,0.0,107.36513104,-30.209999999999994,81.10229832,0.0,257.69625485,30.520000000000003,88.99654424,-70.85498854,252.07650064,-1.0,2024-05-17 19:47:08
-36.92004779,3.9000000000000004,-119.87385214,15.226508729999999,-51.93507347,91.30341141,-57.88657379,-13.649485760000005,-37.2175302,-39.617761099999996,-82.82967001,0.0,-190.46346018,-24.937882980000005,-62.18506025,29.512664359999974,-78.63095132,0.0,-599.68960499,-29.50962912,-1.0,2024-05-17 19:47:11
-22.88052678,12.76401744,-90.1349567,48.0962856,-130.37529079,98.24564732,-37.2175302,53.63347446,-82.82967001,88.26948716,-191.24754789,33.37486504,-65.18506025,74.57445229,-81.29616586,53.29733269,-528.83042507,250.25204715,-251.66590394,88.99654424,0.0,2024-05-17 19:47:14
1.3194102199999982,-0.8835774099999991,18.53498121999999,24.440489939999992,-2.4454214600000057,11.623683540000002,5.0000000799999995,13.091768880000004,4.0,45.33918630000001,-78.86890523,0.0,-1.4909382600000072,182.01449301999997,36.25318272999999,90.69150343000001,1.4909382600000072,0.0,-31.639999999999986,-86.23931163,-1.0,2024-05-17 19:47:17
-0.44248206,0.16255647,-43.87580151,28.2722943,-49.3236075,29.95227894,-148.04189976,65.844293,-47.40098418,130.61724078,-41.0058665,84.07645882,-38.55492259,89.77380052,-1.49093826,155.70717297,-29.54835216,81.16324132,-204.73183907,277.13001437,0.0,2024-05-17 19:47:20
0.0,13.57639779,-7.0018088,2.778305200000002,-57.0870226,24.0470697,-64.09186975,33.8422661,-50.54757553,0.0,-34.55492259,0.0,-84.88453989,0.0,-31.03929042,205.95004215,-127.81361047,0.0,-117.43862326,-33.82834797000004,-1.0,2024-05-17 19:47:23
-8.46843019,18.14087825,-67.27038677,49.8180438,-113.4589325,186.90411116,-49.00822946,76.52018177,-43.10658355,76.61639988,-69.0544158,39.5994987,-158.91621005,181.20803355,-59.46005143,308.32895413,-62.6409857,66.35290918,-137.47252575,288.68129696,-1.0,2024-05-17 19:47:26
-9.84579219,47.99758274,-66.65708149,57.07105833,-131.10411,127.35109378,-47.41534972,79.85872288,-54.32982447,87.26437966,-60.63000921,182.7585277,-55.0844036,36.99817935,-145.8901172,1.49093826,-596.02434045,103.24136536,-929.26537838,135.73473119,1.0,2024-05-17 19:47:29
47.83032665,-31.50054361,46.55388903,-0.09603461,131.76073084,-46.87275945,45.10168689,-77.95200456,46.11811122,-52.9391817,62.05013528,-85.24415604,126.97297179,-69.92900138,34.42706196,-121.96223252,49.38917929,-53.86614061,39.51134343,-120.06492324,0.0,2024-05-17 19:47:32
56.85096994999999,-1.8090066200000017,30.34542597,0.0,-45.45829552000001,-20.849816099999998,0.0,34.14685266999999,0.0,36.911807689999996,0.0,0.0,36.94007737999999,0.0,0.0,0.0,0.0,0.0,70.88707466000001,0.0,0.0,2024-05-17 19:47:35
-75.85116636999999,0.0018149799999989114,-46.74436401,19.22955724,-33.77339275,45.54420944,81.43603973,106.34742441,0.0,96.7150254,0.0,41.91180777,0.0,48.6962903,38.909704930000004,161.54530601,35.190263959999996,121.96223252,-70.88707466000001,47.0000265,0.0,2024-05-17 19:47:38
23.90746644,0.0,49.18227378,-17.79657406,32.15505331,-94.69142394,-81.43603973,-115.79719692,0.0,-81.05623396,0.0,-54.01323784,0.0,-405.96820419,-38.909704930000004,-83.00394992,-35.190263959999996,-12.78836086,70.88711975,-76.9182286,0.0,2024-05-17 19:47:41
26.44128474,-24.50767708,-34.98187733,-39.5835531,-49.19981795,-57.30613254,0.0,-64.07993602,0.0,-170.61013821,74.20542057999998,-157.85833454,0.9085367899999994,-83.00394992,0.0,-12.78836086,0.0,-112.69460692,-58.64442738999999,-3.49578499,0.0,2024-05-17 19:47:44
79.79418415,0.0,0.0,3.5999999999999943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-17 19:47:45
-107.34552443000001,24.456003510000002,70.99850438,12.132939750000006,48.77553789,16.78667413,33.014454199999996,-15.383645720000004,0.0,-47.87302303,0.0,0.0,0.0,0.0,0.0,0.0,5.088853790000002,-0.22981212999999912,8.539691869999999,93.44582559,0.0,2024-05-17 19:47:47
-23.99242227,0.0,-98.84087537,14.66001144,-125.44261831,108.96236362,-46.11811122,113.9456785,-114.18930074,50.43335252,-198.67549173,48.6962903,-34.42706196,91.48800768,-91.12169595,157.85833454,-60.29372766,47.0000265,-70.88711104,12.78836086,0.0,2024-05-17 19:47:50
15.127672330000003,0.9996962600000003,14.77153194,0.0,110.65810085,0.0,125.44261831,0.0,46.11811122,0.0,90.08928735,0.0,198.67549173,20.67521158000001,34.42706196,227.42732741000003,91.12169595,0.0,60.29372766,0.0,0.0,2024-05-17 19:47:53
-27.37914547,0.0,-0.35517068999999957,14.879531080000001,-98.84087536999999,0.0,-37.90578021,0.0,78.99471276999999,0.0,24.100013379999993,0.0,0.0,0.0,0.0,-82.685,0.0,0.0,0.0,82.70700000000001,0.0,2024-05-17 19:47:56
-12.6264132,-0.1293866399999999,9.61678197,57.2681544,0.0,76.83525036,5.144486090000001,78.10172571,-32.617517449999994,98.56203278,30.591646350000005,50.43335252,0.0,29.84401453,0.0,76.40618704,0.0,302.60066195,0.0,47.0000265,-1.0,2024-05-17 19:47:59
-9.04833666,45.8928808,-25.29789557,80.22317807,-12.94287481,71.92377515,-45.60145363,37.51724689,-149.03911864,18.66001144,-87.13394533,38.26125477,-74.42520013,60.25900903,-43.61122727,128.80056649,-153.42659968,232.59368693,-59.86216877,85.25837592,0.0,2024-05-17 19:48:02
1.6156117699999992,113.14471564,5.427535159999998,34.90857156,11.820118279999999,79.08366293,4.7129434399999965,52.74550536,-96.09767811,40.47466969,-3.1811802400000033,20.1509497,7.453922520000006,99.76854825,82.89722267,80.93446496,-81.38034303,148.35101536,-29.561917679999997,232.59368693,-1.0,2024-05-17 19:48:05
-10.66394835,76.75535922,-42.58407695,69.67846432,-44.26829026,56.65786751,-121.08090454,67.26717282,-118.49322744,53.74550536,-93.14739692,129.70471642,-109.92157057,93.0691783,-198.72699249,129.30247095,-138.59707008,267.06489496,-211.71631255,118.82030074,1.0,2024-05-17 19:48:08
2.62813644,-124.41832163,23.90971032,-53.28313383,48.06895051,-82.60631635,94.56408351,-75.92377523,107.97462476,-33.7672468,73.33471002,-14.66001144,93.14739692,-69.28611573,109.92157057,-39.5835531,198.72699249,-8.531,21.9022186,-116.55831803,0.0,2024-05-17 19:48:11
7.983249259999999,5.9522069500000185,0.0,0.0,42.427377009999994,20.344273009999995,34.45949030999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.73650146,0.0,94.80540005,0.0,2024-05-17 19:48:14
